"Rank","player","Hall_Rating","Avg_BPM","Position","Minutes","Games","Seasons","Teams","player_id"
88,"Ed Macauley",33.0796981094908,2.63603643974115,"C",19485,551,8,2,"macaued01"
89,"Russell Westbrook",33.0292839866331,4.43593473807501,"PG",20148,585,8,1,"westbru01"
90,"Roger Brown",32.268491172695,1.76395464773455,"SF",25484,715,8,3,"brownro01"
91,"Cedric Maxwell",32.2165337069162,2.61808830771132,"SF",26500,937,11,3,"maxwece01"
92,"Grant Hill",32.1081275830821,1.39456379963926,"SF",36008,1065,18,4,"hillgr01"
93,"Vern Mikkelsen",31.8348299078134,3.10861867764179,"PF",20545,633,8,1,"mikkeve01"
94,"Rasheed Wallace",31.7680968366414,1.31872321400942,"PF",42081,1286,16,6,"wallara01"
95,"Willis Reed",31.5789949561575,2.19026213349038,"C",25714,728,10,1,"reedwi01"
96,"Dennis Rodman",30.9187691787838,1.97229053842694,"PF",33628,1080,14,5,"rodmade01"
97,"Don Nelson",30.8846412560572,2.41200588667589,"SF",24894,1203,14,3,"nelsodo01"
98,"James Worthy",30.6785722658617,1.52239747829155,"SF",35298,1069,12,1,"worthja01"
99,"Dominique Wilkins",30.5984072290802,0.844630560198618,"SF",40285,1130,15,5,"wilkido01"
100,"Allen Iverson",30.1935603534445,1.15234256380042,"SG",40787,985,14,4,"iversal01"
101,"Clyde Lovellette",30.0730878039139,1.67541485736031,"C",20717,773,11,4,"lovelcl01"
102,"Bob McAdoo",30.0454266117662,0.606688713887828,"C",31041,946,14,7,"mcadobo01"
103,"Jack Sikma",29.604560438876,1.19347375099199,"C",40501,1209,14,2,"sikmaja01"
104,"Frank Ramsey",29.5798794416388,3.39664865392686,"SG",17726,721,9,1,"ramsefr01"
105,"Larry Foust",29.2808564130724,2.76611075479095,"C",21846,747,11,3,"foustla01"
106,"Maurice Cheeks",29.1534801743317,1.9538790951676,"PG",39693,1234,15,5,"cheekma01"
107,"Dave Cowens",28.8032946703831,2.03359494036245,"C",33333,855,11,2,"cowenda01"
108,"Detlef Schrempf",28.6398440354637,0.836801137546827,"SF",36935,1250,16,4,"schrede01"
109,"George Yardley",28.4666275667465,3.38626074240842,"SF",17460,518,7,3,"yardlge01"
110,"Anfernee Hardaway",28.4176918022162,1.17543320324422,"SG",26351,768,14,4,"hardaan01"
111,"Hersey Hawkins",28.169534362074,1.85380747782819,"SG",34563,1057,13,4,"hawkihe01"
112,"Marcus Camby",28.1160173184571,1.33341199648852,"C",30929,1052,17,6,"cambyma01"
113,"Bill Laimbeer",28.1050432965925,1.7889168069034,"C",37691,1181,14,2,"laimbbi01"
114,"Alvan Adams",27.3119874087043,1.67206747188805,"C",29491,1066,13,1,"adamsal01"
115,"Tyson Chandler",27.1521331026839,1.41196200033993,"C",28992,1008,15,7,"chandty01"
116,"Marc Gasol",27.0462352722433,3.34547391483137,"C",19972,584,8,1,"gasolma01"
117,"Mookie Blaylock",26.9865718669848,0.755897967750445,"PG",33187,943,13,3,"blaylmo01"
118,"Joakim Noah",26.5385227878473,3.43584467722483,"C",18540,614,9,1,"noahjo01"
119,"Alonzo Mourning",26.1462874843605,1.57034567638267,"C",28572,933,15,3,"mournal01"
120,"Chris Mullin",26.0872249801845,1.42150609245548,"SF",34220,1057,16,2,"mullich01"
121,"Gus Williams",25.9416761748364,1.66220774166092,"PG",28860,924,11,4,"willigu01"
122,"Tim Hardaway",24.658506084281,-0.297448788384857,"PG",32678,923,13,5,"hardati01"
123,"Baron Davis",24.4751825205953,1.77711042154021,"PG",30443,885,13,6,"davisba01"
124,"Blake Griffin",24.3922313699565,3.51030664692406,"PF",15348,432,6,1,"griffbl01"
125,"Bob Cousy",24.0474009897687,1.88012183839165,"PG",34285,962,13,2,"cousybo01"
126,"Doc Rivers",23.9966442889792,1.89336487305998,"PG",25960,945,13,4,"riverdo01"
127,"Dan Majerle",23.8567642476838,1.74201000232172,"SG",34445,1078,14,3,"majerda01"
128,"Harry Gallatin",23.5582550839248,2.669189615747,"PF",17028,535,7,2,"gallaha01"
129,"Mark Price",23.5462742539911,0.897639102253058,"PG",23251,769,12,4,"pricema01"
130,"Jerry Lucas",23.4798468654344,1.02652680535028,"PF",34501,901,11,3,"lucasje01"
131,"Rashard Lewis",23.4618163489402,0.214513810992276,"SF",36370,1142,16,4,"lewisra02"
132,"Elvin Hayes",23.4599283170377,0.793327496713874,"PF",54160,1399,16,5,"hayesel01"
133,"Bob Dandridge",23.0697572832953,1.23492090866163,"SF",33384,937,13,2,"dandrbo01"
134,"Anthony Mason",23.0059163051154,0.406548163178111,"PF",33697,978,13,6,"masonan01"
135,"Alex English",22.67938104295,1.20607339197489,"SF",40490,1261,15,4,"englial01"
136,"Toni Kukoc",22.2680516005147,1.87203257584339,"SF",24876,945,13,4,"kukocto01"
137,"Lamar Odom",22.2516548460214,1.15149913062953,"PF",35730,1069,14,4,"odomla01"
138,"Chris Bosh",22.2465638484269,2.03196937950159,"C",33682,941,13,2,"boshch01"
139,"Amar'e Stoudemire",22.0713137261521,0.768508235781479,"PF",27828,865,14,4,"stoudam01"
140,"Andre Iguodala",21.9591632559071,1.97395698356092,"SF",33046,919,12,3,"iguodan01"
141,"Kawhi Leonard",21.9055529084151,4.51292711203983,"SF",9851,329,5,1,"leonaka01"
142,"Tony Parker",21.7683695499745,0.809958236803444,"PG",40216,1224,15,1,"parketo01"
143,"Tom Heinsohn",21.7611578530503,2.18565666930646,"PF",22477,758,9,1,"heinsto01"
144,"Charles Oakley",21.6020082645515,0.758606479216894,"PF",45388,1426,19,5,"oaklech01"
145,"Fat Lever",21.5953268006659,1.25955100789333,"PG",25255,800,11,3,"leverfa01"
146,"Brad Daugherty",21.4887883768714,2.29722395798995,"C",21629,589,8,1,"daughbr01"
147,"Paul Millsap",21.4112093076957,2.39769620971408,"PF",22130,773,10,2,"millspa01"
148,"Mel Daniels",21.2225242183264,1.38848445914941,"C",26367,748,9,4,"danieme01"
149,"Jason Terry",21.1307705240856,0.532473727383334,"SG",42551,1335,17,5,"terryja01"
150,"Arvydas Sabonis",20.6437115277337,3.29208901802666,"C",12842,521,7,1,"sabonar01"
151,"Kevin Love",20.5573005834361,2.98060164015602,"PF",15020,456,8,2,"loveke01"
152,"Sam Perkins",20.4334532026315,0.831905314832339,"PF",41383,1453,17,4,"perkisa01"
153,"Bill Walton",20.4177663413564,2.25741613016149,"C",14447,517,10,4,"waltobi01"
154,"Peja Stojakovic",20.4143421324735,0.832407887675597,"SF",30072,899,13,6,"stojape01"
155,"Steve Smith",20.2348449719116,0.599570486082199,"SG",31757,1032,14,6,"smithst01"
156,"Rajon Rondo",19.9753121275985,1.2191701278117,"PG",22744,681,10,3,"rondora01"
157,"Clifford Ray",19.9002632289845,1.80542991813759,"C",21675,844,10,2,"raycl01"
158,"Brad Miller",19.8912906039761,1.02828574939784,"C",25864,918,14,6,"millebr01"
159,"Yao Ming",19.8150499400329,2.44521304982541,"C",16806,514,8,1,"mingya01"
160,"Brent Barry",19.7735771895291,1.50210426559986,"SG",25374,1000,14,6,"barrybr01"
161,"Dale Davis",19.7606203730031,0.625996061475999,"C",33268,1231,16,4,"davisda01"
162,"Terrell Brandon",19.6717266596883,1.42272436912426,"PG",22491,762,11,3,"brandte01"
163,"Deron Williams",19.6626989388661,1.71353286037592,"PG",28199,798,11,4,"willide01"
164,"Ron Harper",19.5081343315502,1.83557551296969,"SG",34199,1121,15,4,"harpero01"
165,"Shane Battier",19.3398368470263,0.954665370008216,"SF",33036,1089,13,3,"battish01"
166,"Carlos Boozer",19.2919335825953,0.628396219639009,"PF",29843,944,13,4,"boozeca01"
167,"Bernard King",18.964728789797,0.905574981147764,"SF",30351,902,14,5,"kingbe01"
168,"Buck Williams",18.563756749396,1.10932388574104,"PF",46174,1415,17,3,"willibu01"
169,"Kenny Sears",18.3272819109057,3.53064978824542,"PF",15011,538,8,2,"searske01"
170,"Jerome Kersey",18.3105995073607,0.732500210243394,"SF",31509,1279,17,6,"kerseje01"
171,"Terry Cummings",18.2092511653546,0.359901291512716,"PF",36857,1293,18,7,"cummite01"
172,"Gilbert Arenas",18.1425737987256,0.202823307741411,"PG",20283,583,11,4,"arenagi01"
173,"Al Horford",17.9977462688321,2.35379824807843,"C",19422,575,9,1,"horfoal01"
174,"Billy Cunningham",17.8679557294866,0.880867479376151,"SF",28594,824,11,2,"cunnibi01"
175,"Otis Thorpe",17.8575780184951,-0.0812974082374185,"PF",42074,1335,17,9,"thorpot01"
176,"Derek Harper",17.827421865216,0.431323477421172,"PG",40880,1296,16,4,"harpede01"
177,"Carmelo Anthony",17.6892296151722,0.943966721941,"SF",33323,910,13,2,"anthoca01"
178,"Larry Jones",17.6667977640099,1.15648315905537,"SG",20170,586,8,5,"jonesla01"
179,"Alvin Robertson",17.5396010171956,1.86961541295197,"SG",25159,792,10,4,"roberal01"
180,"Sam Cassell",17.528138035726,0.257966255330917,"PG",33351,1129,15,8,"cassesa01"
181,"Paul Westphal",17.4469729346913,0.751302486788227,"SG",23396,930,12,4,"westppa01"
182,"Bobby Wanzer",17.4358229594539,4.94026677254255,"SG",12838,391,6,1,"wanzebo01"
183,"Spencer Haywood",17.3845695098695,-0.0146302597648456,"PF",30866,889,13,6,"haywosp01"
184,"Hal Greer",17.2993455849893,0.299141819284404,"SG",43430,1214,15,2,"greerha01"
185,"Dan Roundfield",17.0523364630565,1.57060889122657,"PF",25539,853,12,5,"roundda01"
186,"Jim Eakins",17.0476151337924,1.33515317473704,"C",20938,845,10,8,"eakinji01"
187,"Walter Davis",16.9614004083216,0.104412997862003,"SG",31043,1111,15,3,"daviswa03"
188,"Nene Hilario",16.7658925678328,-0.941546175369973,"C",23688,820,14,2,"hilarne01"
189,"Bryon Russell",16.7629391921358,1.83223310593926,"SF",22886,946,13,4,"russebr01"
190,"Larry Johnson",16.6695074989526,2.04462274229776,"PF",28082,773,10,2,"johnsla02"
191,"Rod Strickland",16.5972760155826,0.273161361340406,"PG",35231,1146,17,10,"stricro02"
192,"Derrick Coleman",16.2179367481512,0.679468971774623,"PF",27360,820,15,4,"colemde01"
193,"Paul George",16.1112979541129,2.17566871809255,"SF",11711,359,6,1,"georgpa01"
194,"Mack Calvin",15.8627950038155,0.579078605727834,"PG",23799,829,11,10,"calvima01"
195,"David Thompson",15.8011922203579,0.337037532882462,"SG",20885,632,9,3,"thompda01"
196,"Steve Francis",15.7153808392311,1.29407235278211,"PG",21854,581,9,3,"francst01"
197,"Gerald Wallace",15.6787071782534,-0.844994559846411,"SF",25420,865,14,6,"wallage01"
198,"Larry Costello",15.6282422058181,1.79713996988369,"PG",22669,758,12,3,"costela01"
199,"Mark Jackson",15.4930566416883,-0.0584931271785991,"PG",42897,1427,17,7,"jacksma01"
200,"Chuck Share",15.4571161583975,2.33078317458233,"C",13448,609,9,4,"sharech01"
201,"Lou Hudson",15.3592833337757,0.819875263735094,"SF",31993,951,13,3,"hudsolo01"
202,"P.J. Brown",15.2122213839618,1.15081435234779,"PF",36706,1195,15,7,"brownpj01"
203,"Tiny Archibald",14.9628970372617,-0.326600679191208,"PG",32801,923,13,6,"architi01"
204,"Paul Silas",14.9042618177696,-0.165078319934206,"PF",39608,1417,16,6,"silaspa01"
205,"Willie Wise",14.9028026943866,-0.191639872137059,"SF",21136,626,9,5,"wisewi01"
206,"Kyle Lowry",14.8564158998508,1.4659175170421,"PG",18150,615,10,3,"lowryky01"
207,"Tree Rollins",14.6999701257109,-0.198851444818677,"C",25832,1249,18,5,"rollitr01"
208,"Bob Boozer",14.654891534235,0.930109224561069,"PF",26832,922,11,6,"boozebo01"
209,"Hot Rod Williams",14.6132426984341,0.281784922116825,"C",27996,944,13,3,"williho01"
210,"John Salley",14.612347871399,1.36181731676167,"PF",19218,882,11,5,"sallejo01"
211,"Anthony Davis",14.2437636798857,4.15425817367497,"PF",7204,214,4,2,"davisan02"
212,"Paul Pressey",14.1116671301597,0.195679273397285,"SG",21928,799,11,3,"presspa01"
213,"Danny Ainge",14.0751605742944,0.630595227400084,"SG",32793,1235,14,4,"aingeda01"
214,"Tayshaun Prince",14.0034635687121,-0.21387318164199,"SF",35379,1093,14,4,"princta01"
215,"DeAndre Jordan",14.0015619630613,1.04824981373515,"C",15199,572,8,1,"jordade01"
216,"Jack Twyman",13.9861139948698,0.512430480621182,"SF",27242,857,11,2,"twymaja01"
217,"Mark Aguirre",13.9418676061872,0.561971899319465,"SF",30688,1025,13,3,"aguirma01"
218,"Happy Hairston",13.9372374037732,0.0550515326095633,"PF",26350,845,11,3,"hairsha01"
219,"Bo Outlaw",13.7852554252839,-0.505443521172231,"PF",21156,936,15,4,"outlabo01"
220,"Andre Miller",13.6505494090882,0.344780240149413,"PG",41790,1334,17,8,"millean02"
221,"Tom Owens",13.6272100459894,0.131690858807262,"C",21962,921,12,11,"owensto01"
222,"Earl Monroe",13.4561965740852,-0.21131601308276,"SG",32351,1008,13,2,"monroea01"
223,"A.C. Green",13.448560465372,0.296991999488994,"PF",40671,1431,16,4,"greenac01"
224,"Brandon Roy",13.4157768592693,0.135686135913134,"SG",12020,341,6,2,"roybr01"
225,"Calvin Murphy",13.3852464899614,0.32027082676441,"PG",32267,1053,13,2,"murphca01"
226,"Terry Dischinger",13.3712542345115,1.31126970158242,"SF",17995,658,9,4,"dischte01"
227,"Red Robbins",13.229317712863,1.80762440776351,"C",20824,653,8,5,"robbire01"
228,"Gail Goodrich",13.2105447347736,0.535295895566007,"SG",36149,1111,14,3,"goodrga01"
229,"David West",13.207504834293,0.867465219929888,"PF",28653,901,13,4,"westda01"
230,"Nate McMillan",13.1775534398055,1.1059087224474,"PG",22648,894,12,1,"mcmilna01"
231,"Byron Scott",13.1072002493963,0.771475310528186,"SG",35517,1256,14,3,"scottby01"
232,"Steve Mix",13.0552611260912,1.11122954854237,"SF",20273,877,13,5,"mixst01"
233,"Doug Christie",13.0470528116023,-2.65624619783208,"SG",27975,885,15,7,"chrisdo01"
234,"John Drew",12.9711690051408,0.0127777511035596,"SF",22563,768,11,2,"drewjo01"
235,"Metta World Peace",12.4397462514829,0.694659916681389,"SF",33989,1025,16,6,"artesro01"
236,"Darrell Armstrong",12.348995920873,1.30209615262791,"PG",21035,891,14,5,"armstda01"
237,"Lenny Wilkens",12.3185132379008,0.474550935603652,"PG",40467,1141,15,4,"wilkele01"
238,"Derrick Rose",12.2834304272276,0.521117063925357,"PG",14102,391,7,1,"rosede01"
239,"George Hill",12.2668541707994,1.67327549169818,"PG",15985,554,8,2,"hillge01"
240,"Tom Boerwinkle",12.2068847822684,-0.0321363165284436,"C",15172,670,10,1,"boerwto01"
241,"Donnie Freeman",12.166198666362,0.53401240209597,"SG",22994,708,9,8,"freemdo01"
242,"Maurice Lucas",12.161763332631,0.0985490653989771,"PF",33243,1123,14,8,"lucasma01"
243,"Derrick McKey",12.1526146459999,1.024818161508,"SF",31015,1079,15,3,"mckeyde01"
244,"Michael Cooper",12.1235244332556,0.776742141743984,"SG",28379,1041,12,1,"coopemi01"
245,"Richie Guerin",12.1228585117539,1.37139695414835,"SG",28794,890,13,3,"gueriri01"
246,"Jeff Ruland",12.0480053491627,1.44603147452241,"C",11728,349,8,3,"rulanje01"
247,"Danny Manning",12.0372851104322,-0.199569735782411,"PF",25393,926,15,7,"mannida01"
248,"Archie Clark",11.9883040278819,0.882091990525733,"PG",25968,796,10,6,"clarkar01"
249,"Billy Paultz",11.9408037543972,-0.900101851173968,"C",34180,1250,15,6,"paultbi01"
250,"Billy Knight",11.9251938407105,-0.368564575504654,"SF",24805,852,11,6,"knighbi01"
251,"John Starks",11.8419513724519,-0.127551094397061,"SG",26549,962,13,4,"starkjo01"
252,"Chris Andersen",11.8383427201124,1.03641254815708,"C",12941,727,14,4,"anderch01"
253,"Joe Dumars",11.8297023509178,0.618649446104348,"SG",39236,1130,14,1,"dumarjo01"
254,"Dennis Johnson",11.804866675129,0.301074719167422,"PG",42948,1280,14,3,"johnsde01"
255,"Danny Green",11.7150564812494,2.28958508252481,"SG",9963,405,7,2,"greenda02"
256,"Mike Conley",11.6992456735738,1.28480218430697,"PG",21247,645,9,1,"conlemi01"
257,"Richard Jefferson",11.6718939182183,-0.0378486737795475,"SF",34785,1126,15,7,"jefferi01"
258,"James Posey",11.625799098777,0.528982001620326,"SF",24932,929,12,7,"poseyja01"
259,"Kerry Kittles",11.6116144203901,1.46712963632693,"SG",18663,561,8,2,"kittlke01"
260,"Donyell Marshall",11.609344641587,-0.0284395029089576,"PF",25910,1004,15,8,"marshdo01"
261,"Dave Robisch",11.499520289279,-0.703758439948717,"C",23841,972,13,10,"robisda01"
262,"Dick Barnett",11.4725077591956,-0.0277018260835221,"SG",31968,1073,14,3,"barnedi01"
263,"Rich Kelley",11.263030287555,1.34910550611904,"C",18571,859,11,6,"kelleri01"
264,"Tom Sanders",11.2448458092357,0.209117195089456,"SF",25213,1046,13,1,"sandeto01"
265,"Sam Lacey",11.1879517197145,0.0733128892435495,"C",32947,1031,13,5,"laceysa01"
266,"Jimmy Butler",11.1259551853984,2.17493694424385,"SG",9253,300,5,1,"butleji01"
267,"Stephon Marbury",11.1065522880566,-0.745350171322853,"PG",32829,878,13,5,"marbust01"
268,"David Lee",11.1006821806035,1.1546682155295,"PF",22499,734,11,3,"leeda02"
269,"Calvin Natt",11.0511367483168,-0.843199275506783,"SF",20322,644,11,5,"nattca01"
270,"Josh Smith",11.0069005243227,0.490178730260566,"PF",30568,918,12,4,"smithjo03"
271,"Andrew Bogut",10.9791002941181,1.6392453006726,"C",18597,619,11,2,"bogutan01"
272,"Michael Finley",10.9149851787853,0.219296367591694,"SF",41903,1232,15,4,"finlemi01"
273,"Ricky Pierce",10.9084346578192,-0.526089120961565,"SG",26321,1066,16,8,"piercri01"
274,"Jeff Foster",10.8837761046966,1.99672808904345,"C",16643,817,13,1,"fosteje01"
275,"Rodney McCray",10.86403087564,0.223151384745014,"SF",26526,814,10,4,"mccraro01"
276,"Bill Cartwright",10.8478199891333,-0.859621887876507,"C",30987,1087,15,3,"cartwbi01"
277,"Bob Gross",10.8202938893614,1.38376041949444,"SF",13269,538,8,2,"grossbo01"
278,"Johnny Green",10.7975897057524,0.741615432646225,"PF",24983,1077,14,6,"greenjo01"
279,"Kiki Vandeweghe",10.7903264159477,-0.131325331966145,"SF",26411,878,13,4,"vandeki01"
280,"Andrew Bynum",10.7822868170589,-1.38828855454317,"C",12479,492,8,3,"bynuman01"
281,"Charlie Ward",10.6687132919803,0.807989973817095,"PG",15647,702,11,3,"wardch01"
282,"Clifford Robinson",10.6021607631757,-1.40929833915881,"PF",46448,1521,18,5,"robincl02"
283,"Anderson Varejao",10.5868838404276,1.48326209846496,"C",16162,642,12,1,"varejan01"
284,"Nick Anderson",10.5812371034733,-0.176857369977723,"SG",26688,849,13,3,"anderni01"
285,"Kenny Anderson",10.5711006765142,-1.71651043102388,"PG",26872,894,14,9,"anderke01"
286,"Trevor Ariza",10.5536594576492,0.423450220479039,"SF",22518,797,12,6,"arizatr01"
287,"Micheal Ray Richardson",10.4755215104675,0.176017076073759,"PG",19301,574,8,3,"richami01"
288,"Luol Deng",10.4722775969493,0.681383344832229,"SF",28928,809,12,3,"denglu01"
289,"Serge Ibaka",10.4571607380798,1.66307188385757,"PF",15222,531,7,1,"ibakase01"
290,"Rudy Tomjanovich",10.4303890448278,-0.781642634707921,"PF",26755,805,11,2,"tomjaru01"
291,"Glen Rice",10.3999553206621,-0.415676543982694,"SF",37022,1055,15,6,"ricegl01"
292,"Richard Hamilton",10.3505412636672,-0.562387078616431,"SG",34598,1051,14,3,"hamilri01"
293,"Tiago Splitter",10.1489373171727,2.04653318701978,"C",7644,390,6,2,"splitti01"
294,"Boris Diaw",10.0255426797952,0.49248802850583,"PF",29127,1027,13,4,"diawbo01"
295,"Louie Dampier",9.99543593516668,-0.0172156844155883,"PG",36242,1069,12,2,"dampilo01"
296,"Fred Brown",9.94129272326114,0.102565515519658,"SG",26322,1046,13,1,"brownfr01"
297,"Antonio McDyess",9.80816327847963,0.435297532019095,"PF",30414,1115,15,5,"mcdyean01"
298,"Bob Netolicky",9.778258277865,0.11761905748485,"PF",22939,691,9,3,"netolbo01"
299,"James Silas",9.77760064399714,-1.0380215287178,"PG",21699,726,10,4,"silasja01"
300,"Dale Ellis",9.7661698099451,-0.641592500746398,"SF",36759,1282,17,6,"ellisda01"
301,"Mehmet Okur",9.72145165483538,0.599165764898373,"C",20105,705,10,3,"okurme01"
302,"Jameer Nelson",9.70475103007185,-0.0205695935643055,"PG",22167,770,12,4,"nelsoja01"
303,"Zydrunas Ilgauskas",9.67279141202945,0.41377509128315,"C",25088,923,13,2,"ilgauzy01"
304,"Brian Taylor",9.52150422438432,0.0814085533557172,"PG",20483,638,10,4,"taylobr01"
305,"Draymond Green",9.4573897593511,2.67499266295237,"SF",7087,295,4,1,"greendr01"
306,"Jeff Mullins",9.43156778137439,-1.34086398913926,"SG",26829,887,12,3,"mullije01"
307,"Ron Boone",9.401508568429,-0.469950462626942,"SG",35110,1125,13,7,"boonero01"
308,"LaMarcus Aldridge",9.38708626620472,0.495525906498825,"PF",24718,694,10,2,"aldrila01"
309,"Erick Dampier",9.36385599959549,-0.722315593620611,"C",25326,1048,16,5,"dampier01"
310,"Mickey Johnson",9.3247694898997,-0.429249794006239,"PF",25564,926,12,5,"johnsmi01"
311,"Tom Gola",9.31316520016561,0.196590850070884,"SG",23999,737,10,3,"golato01"
312,"Greg Ballard",9.30418958259284,-0.211928387253579,"SF",23381,867,11,3,"ballagr01"
313,"Hedo Turkoglu",9.25450926808515,-0.146815985130623,"SF",29680,1106,15,6,"turkohe01"
314,"Jason Richardson",9.16443972206409,0.562834537338516,"SG",30503,894,13,5,"richaja01"
315,"Mitch Richmond",9.06953555396147,-0.253229255074194,"SG",35145,999,14,4,"richmmi01"
316,"Byron Beck",9.03297955216861,0.427302483644504,"C",20987,813,10,3,"beckby01"
317,"Marcin Gortat",9.00768366844841,1.75714311287478,"C",14548,597,9,3,"gortama01"
318,"Sean Elliott",8.9932836203175,0.362954692901171,"SF",27338,827,12,2,"elliose01"
319,"Christian Laettner",8.97296863766878,0.699288143472071,"PF",26918,913,13,6,"laettch01"
320,"Zach Randolph",8.88223794521258,-0.0592079225400844,"PF",31810,988,15,4,"randoza01"
321,"Swen Nater",8.69071734830852,-0.428429704827506,"C",21337,752,11,7,"natersw01"
322,"Kyrie Irving",8.64384430516807,2.97361014545381,"PG",9296,269,4,1,"irvinky01"
323,"Mike Bibby",8.63464318724002,-0.650636873123176,"PG",37446,1106,14,6,"bibbymi01"
324,"Amir Johnson",8.56680664545545,2.27174855392679,"PF",13872,621,11,3,"johnsam01"
325,"Michael Redd",8.51693165283976,-0.785403598279674,"SG",20609,645,12,2,"reddmi01"
326,"Ed Pinckney",8.51573492661275,0.633596496143932,"PF",16258,823,12,7,"pincked01"
327,"Damian Lillard",8.47774033193413,1.97599262660262,"PG",10259,277,4,1,"lillada01"
328,"Rik Smits",8.45996439659324,0.147985109248859,"C",25847,971,12,1,"smitsri01"
329,"Nicolas Batum",8.37623498194764,0.865118870057417,"SF",16299,528,8,2,"batumni01"
330,"Danny Granger",8.29147075118839,0.00332844063175994,"SF",19386,621,10,3,"grangda01"
331,"Arnie Risen",8.283190804055,1.92158727893192,"C",13713,490,7,2,"risenar01"
332,"Steve Kerr",8.26841442916171,0.43730961306358,"PG",18204,1038,15,6,"kerrst01"
333,"Shareef Abdur-Rahim",8.26073173289241,-0.151618503682062,"PF",29011,836,12,4,"abdursh01"
334,"Mario Elie",8.25598721263639,0.47115618191859,"SF",21708,848,11,6,"eliema01"
335,"John Beasley",8.24894828340875,1.1148732217871,"PF",15221,557,7,3,"beasljo01"
336,"Ray Williams",8.20299088941272,-1.06513455960517,"PG",19351,695,10,6,"willira01"
337,"Michael Cage",8.17899304041747,0.862784646962595,"C",30821,1193,15,5,"cagemi01"
338,"Don Buse",8.10191771252194,-0.386745797383587,"PG",28328,1050,13,5,"busedo01"
339,"Derek Fisher",8.0633059496778,-0.614416650224712,"PG",39575,1546,18,5,"fishede01"
340,"Josh Howard",8.01644025793728,-0.822625102728551,"SF",17465,573,10,4,"howarjo01"
341,"Larry Kenon",7.96767965445568,-1.17495095168191,"PF",26487,809,10,6,"kenonla01"
342,"Reggie Lewis",7.91719775497854,2.25557136126289,"SG",15954,492,6,1,"lewisre01"
343,"Jack Marin",7.89694230233981,-0.173585510309799,"SF",26269,900,11,4,"marinja01"
344,"Kermit Washington",7.88581622488827,1.60466599412052,"PF",13078,516,10,5,"washike01"
345,"Freddie Lewis",7.88433502727588,-0.334055352131276,"PG",29084,859,11,5,"lewisfr02"
346,"Lucius Allen",7.8691764156398,-0.0679118968202952,"PG",21319,745,10,4,"allenlu01"
347,"Ryan Anderson",7.86524390730496,0.8472979862252,"PF",11543,456,8,4,"anderry01"
348,"Tyrone Corbin",7.83213580850655,-1.10898692854333,"SF",29883,1146,16,9,"corbity01"
349,"Kirk Hinrich",7.80726957428463,0.549790663907676,"PG",28453,903,13,3,"hinriki01"
350,"Paul Seymour",7.80379330393809,-3.02453351350271,"SG",16319,535,9,1,"seymopa01"
351,"Kyle Korver",7.78540933900311,0.209823997956849,"SG",25644,978,13,4,"korveky01"
352,"Ray Felix",7.76636099700338,-0.449732455475919,"C",16023,675,9,4,"felixra01"
353,"Red Kerr",7.73162068647491,-0.740907293526183,"C",30059,981,12,3,"kerrre01"
354,"Randy Smith",7.6446256556468,0.0605056393851,"SG",32358,1000,12,5,"smithra01"
355,"Dick McGuire",7.62243343755708,-0.0312050027374906,"PG",18606,650,9,2,"mcguidi01"
356,"Warren Jabali",7.54876245785749,0.177493300135279,"SG",16473,483,7,6,"jabalwa01"
357,"Nate Thurmond",7.53308368457924,0.688502442402483,"C",38756,1045,14,4,"thurmna01"
358,"Joe Johnson",7.52893806691555,-0.309888306802388,"SG",42354,1163,15,4,"johnsjo02"
359,"Art Heyman",7.52238319970863,-1.56437746412091,"SF",9074,332,6,7,"heymaar01"
360,"Goose Ligon",7.43181213812016,-0.579545034231113,"PF",16078,480,7,3,"ligongo01"
361,"Johnny Moore",7.39855141598164,-1.09259842823451,"PG",14514,561,9,2,"moorejo01"
362,"Jon Barry",7.39764647173253,-1.34589640781579,"SG",14808,883,14,8,"barryjo01"
363,"Ty Lawson",7.37055728722487,1.27535765172158,"PG",14159,454,7,2,"lawsoty01"
364,"Cliff Levingston",7.28788782589674,0.767919310827769,"PF",18009,912,11,4,"levincl01"
365,"Darryl Dawkins",7.28261562696592,-1.23560044510818,"C",19969,835,14,4,"dawkida01"
366,"Kenyon Martin",7.18841405079048,-0.0247119258055276,"PF",26723,869,15,5,"martike01"
367,"Jamaal Wilkes",7.16150243145765,-0.241721046572788,"SF",31074,941,12,3,"wilkeja01"
368,"Jermaine O'Neal",7.14804897174018,-2.07646116278421,"PF",29941,1108,18,7,"onealje01"
369,"Dick Van Arsdale",7.13962785702473,-0.76999740135652,"SG",32739,955,12,2,"vanardi01"
370,"Carl Braun",7.12199012340027,0.173485370755557,"PG",19115,643,10,2,"braunca01"
371,"Dana Barros",7.09442842714741,-2.39548134595858,"PG",19744,881,14,4,"barroda01"
372,"Kevin Martin",7.07274090841759,0.185121560636424,"SG",21284,688,12,4,"martike02"
373,"Kurt Rambis",7.06086791255803,0.686464146876247,"PF",18864,1019,14,4,"rambiku01"
374,"Ernie Vandeweghe",7.0528677562798,0.674127179031553,"SG",4354,163,4,1,"vandeer01"
375,"Theo Ratliff",7.01310947054135,-0.367891626451909,"C",21373,854,16,9,"ratlith01"
376,"Shawn Bradley",6.95635666385603,-0.50839427351088,"C",20088,875,12,3,"bradlsh01"
